CSUS	5879
CSUS	53867
CSUS	35515
CSUS	106853
CSCA	115152
CSUS	26629
CSUS	127700
CSUS	147344
CSUS	114611
CSAU	7010
CSCA	110020
CSUS	24385
CSUS	23598
CSUS	133352
CSUS	12323
CSUS	16971
CSUS	15129
CSAU	9538
CSAU	7016
CSUS	33877
CSUS	16378
CSCA	112452
CSUS	126590
CSUS	131996
CSUS|CSAU	134858|32936
CSUS	34904
CSUS	146123
CSUS	147581
CSUS	17319
CSAU	9341
CSUS	147917
CSUS	59984
CSUS	9685
CSUS	79760
CSUK	7345
CSUS	17078
CSUK	16779
CSUS	6660
CSUS	11095
CSUS	5925
CSUS	130334
CSUK	15293
CSUS	145283
CSAU	14718
CSAU|CSDE	16352|36749
CSUS	12278
CSUS	9780
CSUS	16577
CSUS	124349
CSUS	112049
CSUS	37814
CSUS	24661
CSUS	25967
CSUS	58958
CSUS	3470
CSUS	86729
CSCA	110387
CSUS	114335
CSUS	40683
CSUS	132908
CSUS	30233
CSUS	19938
CSUS	15761
CSUS	35208
CSUS	126137
CSCA	115238
CSCA	114751
CSUS	26766
CSAU	7367
CSUK	17154
CSUS	20490
CSUK	18886
CSUS	17868
CSUS	24276
CSUS	7100
CSUS	9988
CSUS	34098
CSUS	19736
CSUS	36713
CSUK	50873
CSUK	5439
CSUS	81920
CSUS	118298
CSUS	26738
CSUS|CSAU	4186|33029
CSUS	130598
CSUS	23800
CSUS	8596
CSUS	2784
CSUK	29666
CSUS	28300
CSUS	120389
CSUS	106874
CSCA	110804
CSUS	147074
CSUS	35246
CSUS	7587
CSUS	58712
CSUS	142094
CSUK	19056
CSUS	17293
CSUS|CSAU	10537|16079
CSUS	15061
CSUK	27869
CSUS	77996
CSUS	77189
CSCA	113858
CSUK	42131
CSUS	35575
CSUS	25594
CSUS	37355
CSUS	40
CSUS	63698
CSUS	1555
CSUS	22310
CSUK	5388
CSUS	28580
CSUS	37797
CSUS	23020
CSUS	2260
CSUS	56801
CSUS	11060
CSUS	36421
CSUS	14418
CSUK	12184
CSUK	2294
CSUS	55076
CSUS	43925
CSUS	26626
CSUS	36196
CSUK	50762
CSAU	32789
CSUS	36816
CSUS	86834
CSUS	4233
CSUS	27717
CSUS	114872
CSCA	110443
CSUS	529
CSUS	130433
CSUK	16723
CSUK	25742
CSUS	35516
CSUS	17266
CSUS	17031
CSUS	126818
CSUS	66902
CSCA	112157
CSAU	7618
CSUS	10215
CSUS	23003
CSUS	26471
CSUS	38164
CSUS	28052
CSUS	138287
CSUS	9871
CSUS	38642
CSUS	126014
CSUS	147671
CSUK	9317
CSUS	36831
CSUK|CSDE|CSUS	17813|15684|33882
CSAU	14741
CSUK	563
CSUS	8716
CSUK|CSUS	11954|8141
CSUS	36947
CSUS	31700
CSUS	38012
CSAU	9507
CSUS	8206
CSUS	10151
CSUS	13622
CSUS	77855
CSCA	112057
CSCA	114141
CSUS	17425
CSUS	2132
CSUS	24052
CSUK	39976
CSUK|CSUS|CSAU	28706|56933|33032
CSUS	14677
CSCA	110256
CSUS	81647
CSAU	9525
CSUS	24433
CSUS	31453
CSUK	4188
CSUS	36481
CSUS	77729
CSUK	2753
CSUS	113582
CSUK	6747
CSUS	9082
CSUS	32096
CSUS	20194
CSUS	145619
CSCA	110341
CSUS	20341
CSUS	38082
CSUS	8449
CSUS	148310
CSUS	8144
CSUS	118172
CSUS	67613
CSUS	39760
CSUS	8171
CSUS	38140
CSUK	36689
CSUS	36120
CSUK	2387
CSUS	17566
CSUS	82502
CSUS	25754
CSUS	39891
CSUS	40405
CSUS	32364
CSUS	134303
CSUS	16551
CSUS	23247
CSUK	12912
CSUS	19227
CSUS	29744
CSUS	124817
CSUS	20437
CSUS	55631
CSUS	1909
CSUS	37863
CSUK|CSUS	7872|19350
CSUS	5926
CSUK	49388
CSUS	37065
CSUS	34074
CSAU	30299
CSUK	18824
CSAU	8428
CSUK	17972
CSUS	5829
CSUS	17926
CSUS	37699
CSUS	1078
CSUS	38035
CSCA	110581
CSUS	60860
CSUK	19141
CSUS	69770
CSUS	18115
CSUS	27233
CSUS	7955
CSUS	126029
CSCA	116105
CSUK	3746
CSUS	36107
CSUK	251
CSUS	81707
CSUS	9212
CSUS	10598
CSUS	7651
CSUS	39565
CSUS	40113
CSUS	12150
CSUS	29780
CSUS	37245
CSUS	36480
CSUS	312
CSUS	2395
CSUS	13920
CSUS	10890
CSUS	32869
CSUS	35384
CSUK|CSDE	36572|17348
CSUS	16576
CSUS	209
CSUK	14179
CSUS	25379
CSUS	1267
CSUS	9623
CSCA	111538
CSUK	24656
CSUS	1107
CSUS	53120
CSUS	55508
CSUS	32632
CSCA	110093
CSUS	24190
CSUK	7065
CSUS	1635
CSUS	12398
CSUS	147431
CSUS	10407
CSUS	7950
CSUS	19758
CSUS	20186
CSUS	24559
CSCA	114853
CSUK	19132
CSUS	8064
CSUS	26279
CSUS	88157
CSUS	36662
CSUS	130358
CSUS	35659
CSUK	10967
CSUK	16079
CSUS	27014
CSUS	35399
CSUS	40469
CSUS	40607
CSUK|CSUS	12497|23534
CSUS	11140
CSUS	35243
CSUS	48833
CSCA	114065
CSUS	32219
CSUS	35891
CSUS	114983
CSCA	114058
CSAU	9196
CSUS	56042
CSUS	138083
CSUS	147380
CSUS	4197
CSAU	9443
CSUS	68432
CSAU	16028
CSUS	127976
CSUS	593
CSUS	6777
CSUS	3523
CSUS	12934
CSUS	30270
CSUS	64865
CSAU	8481
CSCA	113390
CSUS	18884
CSUS	10527
CSUS	17624
CSUK|CSAU|CSUS	41579|9248|37451
CSAU	9337
CSUS	20668
CSUS	36559
CSUS	31644
CSCA	113225
CSUS	28090
CSUS	119912
CSUS	8799
CSUS	35373
CSUS	10854
CSUS	27274
CSUS	57179
CSAU	9413
CSUK	29660
CSUS	27903
CSUS	12696
CSUS	55895
CSUS	10296
CSUS	19283
CSUS	114464
CSAU	17051
CSUK	3296
CSCA	110273
CSUS	12274
CSUK	50291
CSUS	42008
CSCA	115403
CSUK	30233
CSUS	88628
CSUS	30606
CSUS	17517
CSUS	15381
CSUK	6797
CSUK	636
CSUS	147392
CSUS	15167
CSUS	22067
CSUS	10693
CSUS	132026
CSUS	32430
CSUS	11371
CSUS	2650
CSUS	13275
CSCA	111557
CSUS	114533
CSUS	34669
CSUS	29933
CSUS	30201
CSUS	66875
CSUS	71915
CSUS	147869
CSUS	112256
CSUS	147590
CSUS	30410
CSUS	148394
CSUS	28969
CSUS	7613
CSUS	34274
CSUS	41056
CSUS	34140
CSUS	17745
CSUS	40267
CSAU	8952
CSUS	892
CSUS	10998
CSUS	13247
CSUS	36479
CSUS	35826
CSUS	38274
CSUS	38683
CSCA	110226
CSUS	141467
CSAU	14948
CSUS	7370
CSUS	7584
CSUK	18166
CSUS	29099
CSUS	47792
CSUS	58340
CSUS	36961
CSUS	1148
CSUS	611
CSUS	8610
CSUS	19177
CSUS	41735
CSUK	9443
CSUS	147464
CSUS	37785
CSAU	7554
CSUS	72089
CSUK	230
CSUS	74027
CSUK	7238
CSUS	8526
CSUK	10496
CSUS	26660
CSUS	138518
CSUK	44480
CSUS	17472
CSUS	12019
CSUS|CSAU	24304|33113
CSUS	8933
CSUS	17590
CSUS	29641
CSUS	99179
CSAU	14740
CSUS	69134
CSUS	12893
CSUS	13617
CSUS	13746
CSUS	9687
CSUK	4429
CSUS	126203
CSUS	80225
CSUS	24008
CSUS	146987
CSUS	10633
CSUS	10375
CSUS	35759
CSUS	54884
CSUS	30279
CSUS	36485
CSUS	133406
CSAU	15779
CSUS	22058
CSUS	17717
CSUS	9301
CSUS	40103
CSUS	66041
CSUS	52652
CSUS	49280
CSUS	17306
CSUS	147848
CSUS	18244
CSUK	22190
CSUS	17474
CSUS	37791
CSUS	4536
CSUS	10966
CSUS	10699
CSAU	8382
CSUK	11828
CSUS	10281
CSUS	34254
CSUK	42170
CSUS	26735
CSUS	67661
CSUS	21748
CSUS	28624
CSUS	37823
CSUS	34930
CSUS	1787
CSUK	42182
CSUS	36358
CSUS	37477
CSUS	58901
CSUK	897
CSUS	8625
CSUS	10678
CSUS	23667
CSUS	43
CSUS	32833
CSUS	33054
CSUS	10307
CSUS	67967
CSUS	142163
CSUS	1259
CSUS	14602
CSUS	18934
CSUS	27279
CSUS	34936
CSUS	35923
CSUS	18463
CSUK	50756
CSAU	7302
CSUS	36136
CSUS	74675
CSUS	13644
CSUS	11495
CSUK	18566
CSUK	20739
CSUS	1781
CSUS	89351
CSUS	28036
CSUS	32637
CSUS	56978
CSUS	37376
CSUS	147740
CSUS	6204
CSUK	17973
CSUS	37878
CSUS	18552
CSUS	29470
CSUS	69350
CSUS	15594
CSUS	1033
CSUS	17176
CSUK	272
CSAU	7130
CSUS	10542
CSUK	40232
CSUS	76763
CSUS	31582
CSUS	1691
CSUS	27586
CSUS	35315
CSUS	17471
CSUS	39724
CSUS	30018
CSUS	34667
CSUS	57068
CSAU	31370
CSIN	42344
CSCA	110310
CSUS	3978
CSUS	393
CSUS	1048
CSUS	55718
CSAU	16475
CSUS	9710
CSUK	798
CSUS	25044
CSUS	8857
CSUS	146444
CSUS	33676
CSUS	36835
CSUS	18665
CSCA	112982
CSUS	18089
CSUS	70682
CSUS	130859
CSUS	30809
CSUS	14704
CSUS	32660
CSCA	114753
CSCA	110697
CSUS	12324
CSUS	138233
CSUS	16111
CSUS	4088
CSAU	21524
CSUK	12272
CSUS|CSAU	12241|7055
CSUS	28802
CSUS	23623
CSUS	5273
CSUK	16959
CSUS	3490
CSUS|CSAU	17634|33047
CSUS	12518
CSUS	27020
CSUS	30491
CSUS	36477
CSUS	33097
CSUS	135368
CSUS	11650
CSUK	15919
CSUS	87917
CSCA	113863
CSUS	12857
CSUS	26922
CSUS	35664
CSUS	25208
CSUS	35150
CSUS	10434
CSUS	57977
CSCA	111562
CSUK	2828
CSUS	37520
CSUS	146159
CSUS	25582
CSUS	25892
CSUS	37499
CSUS	33168
CSUS	55931
CSUS	33935
CSUS	136268
CSUS	17673
CSIN	49097
CSUS	31938
CSUK	17051
CSUS	119567
CSUS	37204
CSUS	17126
CSUS	17207
CSUS	28982
CSUS	1297
CSUS	17870
CSUS	35958
CSIN	38741
CSUS	88787
CSUS	20634
CSUS	29086
CSUS	76055
CSUS	80150
CSCA	115175
CSUS	417
CSUS	129
CSUS	16518
CSUS	83888
CSUS	8626
CSUS	35752
CSCA	110002
CSUS	36045
CSUS	11198
CSUS	37789
CSUS	75485
CSAU	7069
CSUK	26000
CSUK	2515
CSUS	122
CSUS	1278
CSUS	17693
CSUS	7843
CSUS	36589
CSUS	39692
CSUS	30056
CSUS	77897
CSUS	41
CSUS	37098
CSUS	34213
CSUS	36138
CSUS	120743
CSUS	12011
CSUS	19685
CSUS	7103
CSUS	11528
CSUS	19739
CSUS	146531
CSUS	40444
CSUS	147359
CSUK	2455
CSUS	19726
CSUS	116888
CSUS	112367
CSUS	18975
CSUS	10140
CSCA	113187
CSUK	2014
CSUS	140996
CSCA	117971
CSUS	1314
CSUS	903
CSAU	13050
CSAU	14141
CSUK	1845
CSUS	6179
CSUS	10817
CSUS	98732
CSUS	132923
CSUS	18192
CSUS	17350
CSUS	121637
CSUS	30098
CSUK	16529
CSUK	3983
CSUS	33690
CSUS	18108
CSUS	69602
CSUK|CSUS	19640|28890
CSUS	179
CSUS	27441
CSUS	39709
CSUS	118628
CSUK	16505
CSUS	64775
CSUS	77
CSUS	1801
CSUS	13705
CSUS	24024
CSUS	22068
CSUS	25422
CSUS	24711
CSUS	11885
CSUS	66419
CSUS	280
CSUS	17738
CSUK|CSUS	172|105956
CSCA	113394
CSUS	39400
CSUS	21021
CSUS	5987
CSUS	125714
CSUS	56051
CSUS	89090
CSAU	14664
CSUS	1905
CSUS	7616
CSUS	483
CSUS	37297
CSAU	31838
CSAU	9189
CSUS	11156
CSUS	51665
CSUS	32424
CSUS	140666
CSUS	23936
CSUS	113618
CSUK	2667
CSUS	119624
CSUS	12308
CSUS	12468
CSAU	10259
CSUS	36135
CSUS	52505
CSAU	14260
CSAU	20591
CSUS	12864
CSUS	12319
CSUS	10595
CSUS	18349
CSCA	114289
CSUS|CSAU	11220|32915
CSUS	145307
CSCA	110325
CSUS	35073
CSUS	9563
CSUS	13449
CSUS	75530
CSAU	21470
CSUS	19552
CSAU	8585
CSAU	14242
CSUS	1014
CSCA	110151
CSUS	26258
CSUK	4922
CSUS	18957
CSUS	37739
CSUK	7575
CSUS	7342
CSUS	20374
CSUS	25236
CSUS	16669
CSUS	130556
CSUS	244
CSUS	127814
CSUS	34989
CSUS	120629
CSUK	19543
CSUS	71057
CSUS	133391
CSUK	16588
CSUS	11170
CSUS	40417
CSUS	48608
CSUS	59714
CSUS	74840
CSCA	110617
CSUS	118388
CSUK|CSUS	17276|106538
CSUK	32942
CSUS	132863
CSUS	30926
CSUS	70844
CSUS	141488
CSUS	10930
CSUS	34051
CSUS	16363
CSUS	21947
CSUK	17168
CSUK	22178
CSUS	17536
CSUS	23889
CSUS	119603
CSUS	118835
CSUS	115316
CSUS	110750
CSUS	17937
CSUS	13368
CSUS	24098
CSUS	8107
CSUS	13273
CSUS	40593
CSUS	29874
CSUS	56612
CSUS	39284
CSAU	10676
CSUK	1092
CSUS	17304
CSCA	110176
CSUS	385
CSCA	110870
CSCA	112412
CSUS	6239
CSUS	19769
CSUS	36775
CSUS	13740
CSUS	45257
CSUS	25654
CSUS	20888
CSUS	8082
CSCA	110772
CSUS	2574
CSUK	20815
CSUS	33228
CSUK	1279
CSUK	41246
CSUS	27125
CSUS	1140
CSUS	7854
CSUS	17739
CSUS|CSAU	19666|32972
CSUS	20404
CSUS	37603
CSUS	67547
CSUS	76013
CSUS	10975
CSUS	29490
CSUS	61025
CSUK|CSAU	18213|33062
CSUS	39379
CSUS	36134
CSCA	115021
CSUS	28008
CSUS	21
CSUS	53705
CSUK	5029
CSUS	106616
CSUS	140138
CSUK	3191
CSUS	3022
CSUK	120
CSUS	33038
CSUS	18137
CSUS	36569
CSUS	428
CSUS	1769
CSUS	38429
CSUS	36542
CSUS	16129
CSUS	25344
CSUS	77597
CSUS	88868
CSCA	113079
CSUS	20498
CSUS	360
CSUS	25165
CSUS	31090
CSUS	37524
CSUS	61115
CSUS	297
CSUS	33670
CSUS	36567
CSUS|CSAU	37316|32834
CSUS	29852
CSUS	126449
CSUS	5472
CSUS	16816
CSUS	55871
CSUS	14848
CSUS	497
CSUS	1339
CSUS	10494
CSUS	36166
CSUS	38139
CSCA	110326
CSUS	147332
CSUS	14239
CSUS	18526
CSUS	147428
CSAU	7329
CSUK	738
CSUS|CSAU	98264|33152
CSUS	9913
CSUK	17379
CSUS	7663
CSCA	110821
CSUS	30361
CSUS	31035
CSUS	10489
CSUS	10993
CSUK	13045
CSUK	2052
CSUS	1893
CSUS	41070
CSUS	11142
CSUS	27026
CSUS	26260
CSUS	41639
CSUS	5552
CSAU	9786
CSUS	130211
CSUS	5900
CSUS	11139
CSUS	37031
CSUK	5010
CSUS	17316
CSUS	4202
CSUS	19776
CSUS	5953
CSUS|CSDE	11329|9819
CSUS	10421
CSUS	30423
CSUS	41252
CSCA	110696
CSUS	223
