CSCA113908,88,C
CSUK15621,148,C
CSUS63221,1016,C
CSCA112278,83,C
CSUS25951,1013,C
CSUS25997,1014,C
CSUK49379,196,C
CSUS77561,1017,C
CSUS22938,3435,A
CSUS120977,1019,C
CSUS25909,1012,C
CSUS37213,1015,C
CSUS133220,1020,C
CSAU31967,175,C
CSUS119615,1018,B
CSUS140525,1021,C
CSUS66518,1038,C
CSAU21884,173,C
CSUS13393,1033,C
CSUS25315,1035,C
CSUS139382,1041,C
CSUS17574,1034,A
CSUS33910,1037,C
CSUS129152,1040,C
CSUS32678,1036,C
CSUS69926,1039,C
CSUS8715,1032,A
CSUS75722,1056,C
CSUS130673,1060,C
CSUS116771,1058,C
CSUS147329,1061,A
CSUS17565,1053,B
CSAU19622,172,C
CSUS36174,1054,C
CSUS87131,1057,C
CSUS38467,1055,C
CSUS126212,1059,C
CSUS17390,1052,C
CSUS87215,1078,C
CSUS25634,1074,C
CSCA112022,133,C
CSUS10235,1073,C
CSUS69176,1077,A
CSUS125405,1080,B
CSAU32339,176,C
CSUS121175,1079,C
CSAU9161,207,C
CSUS138509,1081,C
CSUS629,1072,C
CSAU30305,212,C
CSUS38187,1076,C
CSUS35114,1075,B
CSUS126005,1099,C
CSUS33028,1096,C
CSUS137387,1100,C
CSUS82991,1098,C
CSUK7916,189,A
CSUS39522,1097,C
CSAU9618,208,C
CSUS26484,1093,C
CSUS12203,1092,C
CSUS140603,1101,C
CSAU18746,210,C
CSUK42200,1685,C
CSUS27159,1095,C
CSUS26832,1094,C
CSUK16769,1683,B
CSUS33998,1118,C
CSUS114392,1119,C
CSUS25657,1115,C
CSUS32193,1117,C
CSUS17153,1113,B
CSUS30321,1116,C
CSUS144935,1121,C
CSUS130379,1120,C
CSUK18883,191,C
CSUS637,1112,B
CSAU30518,213,C
CSUS17571,1114,C
CSAU15647,209,C
CSUS18845,1133,A
CSUS24407,1134,C
CSUS40431,1137,C
CSUS79514,1140,C
CSAU31802,215,C
CSUK4071,188,C
CSCA112809,135,C
CSUS37880,1136,C
CSUS17839,1132,C
CSUS33196,1135,C
CSUS145349,1141,C
CSUS56546,1138,C
CSUS73313,1139,C
CSUK24782,193,C
CSUS36208,1157,C
CSUS25907,1154,C
CSUS147194,1161,C
CSAU30716,214,C
CSUS119885,1159,C
CSUS22463,1153,C
CSUS34230,1156,C
CSUS17846,1152,C
CSUS64898,1158,C
CSUS33730,1155,C
CSUS137867,1160,C
CSUK33767,195,B
CSUS52301,1176,C
CSCA113452,136,C
CSUS138104,1180,B
CSUS138128,1181,C
CSUS51350,1175,C
CSUS11769,1172,C
CSUS119297,1179,C
CSUS26944,1174,C
CSUS83690,1177,C
CSUS26940,1173,B
CSAU25415,211,C
CSUS84632,1178,C
CSUS130514,1199,C
CSUK1377,187,B
CSUK15149,190,C
CSUK25946,194,C
CSUS39116,1195,C
CSUS121250,1198,C
CSUS65345,1197,C
CSUS137750,1200,C
CSUK20124,192,C
CSUS36115,1193,C
CSCA117641,140,C
CSUS38498,1194,C
CSUS143477,1201,C
CSUK49457,235,C
CSUS3483,1192,A
CSUS49409,1196,C
CSCA116423,139,C
CSUS27882,1215,C
CSUS12233,1213,C
CSUS26143,1214,C
CSUS77612,1217,C
CSUS30807,1216,B
CSAU32390,216,C
CSUS80132,1218,C
CSCA113709,137,C
CSUS138098,1220,C
CSUS130157,1219,C
CSUS9769,1212,B
CSUS140957,1221,C
CSUS25569,1235,C
CSUS12356,1233,C
CSUS31790,1236,C
CSAU29003,255,C
CSUS137021,1240,C
CSUS18301,1234,C
CSCA112265,134,C
CSAU10140,250,C
CSUK40460,232,C
CSUS37592,1238,C
CSUS4563,1232,C
CSUS84686,1239,C
CSAU26024,254,C
CSUK42632,233,B
CSUS139718,1241,C
CSCA110134,131,A
CSUS32826,1237,C
CSUS16666,1256,B
CSUS3124,1252,A
CSUS10009,1253,B
CSUS110627,1261,B
CSUS10512,1255,B
CSAU20735,253,A
CSUS89804,1260,A
CSUS37864,1259,A
CSUS17027,1257,A
CSUS35134,1258,B
CSUK49346,234,A
CSUK11511,1681,A
CSUK9705,228,B
CSCA114059,138,B
CSAU14529,252,B
CSUS10474,1254,A
CSUS9986,1273,B
CSUS130424,1280,B
CSUK16827,229,B
CSUS118928,1279,A
CSUS4670,1272,A
CSUS10586,1274,A
CSUS29454,1277,A
CSUS112100,1278,B
CSUS24961,1275,B
CSUK49718,236,B
CSUS25536,1276,C
CSUS133139,1281,B
CSUS8067,1295,A
CSUS77417,1299,C
CSUS3488,1293,B
CSUS2735,1292,A
CSUK5958,227,B
CSUS69503,1298,B
CSUS34039,1297,A
CSUS7106,1294,B
CSUS106520,1300,A
CSUS119576,1301,B
CSUS25337,1296,B
CSUK20627,231,A
CSUS18022,1313,B
CSUS26753,1315,A
CSUS39898,1320,A
CSUS25614,1314,B
CSUS36918,1318,A
CSUS5807,1312,B
CSUS37268,1319,B
CSUS88283,1321,B
CSUS33591,3438,B
CSUS36331,1317,B
CSUS35778,1316,B
CSUS89561,1338,B
CSUS36580,1334,B
CSUS147326,1340,B
CSUS7427,1333,A
CSUS5903,1332,B
CSAU9379,248,B
CSCA110410,132,B
CSUS38225,1336,B
CSUS147752,1341,A
CSUS37556,1335,B
CSUS139730,1339,A
CSUS72146,1337,A
CSUS32369,3437,A
CSUS138212,1360,B
CSUS141584,1361,A
CSUS18061,1355,B
CSUK18885,230,A
CSUS136445,1359,B
CSUS77657,1356,B
CSUS216,1352,B
CSAU9791,249,A
CSUS90362,1358,B
CSUS81455,1357,B
CSUS10846,1354,B
CSUK15915,273,A
CSUS4441,1353,A
CSUS13262,1375,A
CSUS12904,1374,B
CSUS81473,1381,B
CSUK28304,1684,B
CSCA110699,179,A
CSUS66920,1380,A
CSUS55502,1379,A
CSUS17443,1376,B
CSUS12209,1373,A
CSUS10718,1372,B
CSUS39601,1378,B
CSUS34948,1377,A
CSUS39440,1395,C
CSUS120644,1399,B
CSUK18852,275,B
CSUS147488,1401,A
CSCA110887,182,B
CSUS141482,1400,B
CSUK12075,269,B
CSUS40986,1397,B
CSUS32422,1393,B
CSUS40711,1396,B
CSUS19954,1392,A
CSUS38150,1394,B
CSAU32114,256,A
CSUS89583,1398,B
CSUK11833,268,B
CSUS36357,1417,A
CSUS23842,1416,B
CSAU12988,251,A
CSUK15087,271,B
CSUS85220,1421,B
CSUS60725,1420,B
CSCA113230,185,B
CSUS39426,1418,A
CSUS40630,1419,B
CSCA110832,181,A
CSUS18783,1415,B
CSUS6319,1413,A
CSUS1659,1412,A
CSUS14399,1414,B
CSUS633,1432,B
CSCA110827,180,B
CSCA110137,178,A
CSUS37336,1438,A
CSUS36989,1437,B
CSUK12418,270,B
CSUS72692,1440,B
CSUK4325,267,B
CSUS21961,1435,B
CSUS2616,1433,B
CSUS6643,1434,B
CSUS65270,1439,B
CSUS85841,1441,B
CSUS36643,1436,B
CSUS15987,1453,B
CSUS32,1452,A
CSUK38897,276,B
CSUS18902,1455,B
CSCA112471,184,B
CSUS36340,1457,B
CSUS16052,1454,A
CSUS39495,1458,B
CSUS102701,1459,A
CSUS35484,1456,B
CSUS116624,1460,B
CSUS135434,1461,B
CSUS34141,1478,B
CSUS28338,1476,B
CSUS36123,1479,A
CSUK16521,274,A
CSUS67007,1480,A
CSAU8761,247,A
CSUS14452,1474,B
CSAU30236,295,B
CSUK15406,272,B
CSAU31940,296,A
CSUS75194,1481,B
CSUS12229,1473,B
CSUS33356,1477,B
CSUS93,1472,B
CSUS16549,1475,B
CSCA110009,177,B
CSUS11177,1493,B
CSUS40529,1497,B
CSUS82334,1500,B
CSUS37807,1495,B
CSUK42482,314,B
CSUS65360,1498,B
CSUS69065,1499,B
CSUS49,1492,B
CSUS123851,1501,B
CSUS37819,1496,B
CSUS37176,1494,A
CSUS32967,1516,B
CSAU7641,289,B
CSUS17418,1513,B
CSUS38413,1520,B
CSUS20830,1514,B
CSUS125180,1521,B
CSCA111250,183,A
CSUS36296,1518,B
CSUS33696,1517,B
CSUS25611,1515,B
CSUK3329,307,B
CSUS36483,1519,B
CSUS8747,1512,B
CSAU15791,293,A
CSUS32387,1536,B
CSUK34091,313,B
CSUS41025,1539,B
CSUS36266,1538,B
CSUS32514,1537,B
CSUS24389,1534,A
CSAU9357,290,A
CSUS20861,1533,B
CSUS11064,1532,B
CSUS27079,1535,B
CSUS125651,1541,B
CSUS69887,1540,B
CSUS87389,1560,B
CSUS53150,1558,B
CSUS37044,1555,A
CSUS67283,1559,B
CSUS38054,1556,B
CSUS129833,1561,A
CSUS12288,1552,A
CSUS19092,3433,B
CSUS24426,1553,B
CSUS35332,1554,B
CSUS39622,1557,A
CSUK13978,310,A
CSUS30756,1575,B
CSUS6245,1573,B
CSUS6195,1572,B
CSUS34284,1576,B
CSUS37575,1577,B
CSUS112103,1579,B
CSUS42017,1578,B
CSUS116999,1580,B
CSUS124820,1581,A
CSUS17845,1574,B
CSAU11184,292,B
CSUS1678,1593,B
CSAU16115,294,B
CSUS1105,1592,B
CSUS73658,1600,B
CSUS67502,1599,B
CSUK44675,315,B
CSUS52535,1598,B
CSUS7806,1596,B
CSUS13618,1597,B
CSUK13430,309,B
CSUS133127,1601,B
CSUK49211,316,A
CSUS3129,1594,A
CSUS5879,1595,B
CSUS53867,1616,B
CSUS35515,1615,B
CSUS106853,1617,A
CSCA115152,186,B
CSUS26629,1614,B
CSUS127700,1619,B
CSUS147344,1621,B
CSUS114611,1618,A
CSAU7010,287,B
CSCA110020,217,B
CSUS24385,1613,B
CSUS23598,1612,B
CSUS133352,1620,C
CSUS12323,1632,B
CSUS16971,1635,A
CSUS15129,1633,B
CSAU9538,291,A
CSAU7016,288,B
CSUS33877,1636,B
CSUS16378,1634,B
CSCA112452,223,B
CSUS126590,1638,B
CSUS131996,1639,B
CSUS134858,3440,B
CSUS34904,1637,B
CSUS146123,1640,A
CSUS147581,1641,B
CSUS17319,1657,B
CSAU9341,330,A
CSUS147917,1661,A
CSUS59984,1658,B
CSUS9685,1654,B
CSUS79760,1659,B
CSUK7345,308,B
CSUS17078,1656,B
CSUK16779,312,B
CSUS6660,1653,B
CSUS11095,1655,B
CSUS5925,1652,B
CSUS130334,1660,A
CSUK15293,311,A
CSUS145283,1680,A
CSAU14718,333,B
CSAU16352,940,B
CSUS12278,1672,B
CSUS9780,1671,B
CSUS16577,1673,B
CSUS124349,1679,A
CSUS112049,1678,B
CSUS37814,1676,B
CSUS24661,1674,B
CSUS25967,1675,B
CSUS58958,1677,A
CSUS3470,1686,B
CSUS86729,1692,B
CSCA110387,218,A
CSUS114335,1693,B
CSUS40683,1691,C
CSUS132908,1695,B
CSUS30233,1689,B
CSUS19938,1688,B
CSUS15761,1687,A
CSUS35208,1690,B
CSUS126137,1694,A
CSCA115238,226,A
CSCA114751,225,B
CSUS26766,1709,B
CSAU7367,327,B
CSUK17154,350,B
CSUS20490,1706,B
CSUK18886,351,B
CSUS17868,1701,B
CSUS24276,1707,A
CSUS7100,1699,B
CSUS9988,1700,B
CSUS34098,1710,B
CSUS19736,1705,B
CSUS36713,1711,B
CSUK50873,356,B
CSUK5439,348,B
CSUS81920,1712,B
CSUS118298,1713,C
CSUS26738,1708,A
CSUS4186,3429,B
CSUS130598,1714,B
CSUS23800,1720,B
CSUS8596,1719,A
CSUS2784,1717,B
CSUK29666,354,B
CSUS28300,1721,B
CSUS120389,1725,A
CSUS106874,1724,B
CSCA110804,220,B
CSUS147074,1726,B
CSUS35246,1722,B
CSUS7587,1718,A
CSUS58712,1723,B
CSUS142094,1738,B
CSUK19056,352,B
CSUS17293,1731,B
CSUS10537,3431,B
CSUS15061,1730,B
CSUK27869,353,B
CSUS77996,1737,B
CSUS77189,1736,B
CSCA113858,224,B
CSUK42131,355,B
CSUS35575,1733,B
CSUS25594,1732,B
CSUS37355,1734,B
CSUS40,1729,A
CSUS63698,1735,B
CSUS1555,1741,B
CSUS22310,1745,B
CSUK5388,347,B
CSUS28580,1747,A
CSUS37797,1749,B
CSUS23020,1746,B
CSUS2260,1742,B
CSUS56801,1750,B
CSUS11060,1743,A
CSUS36421,1748,B
CSUS14418,1744,B
CSUK12184,349,B
CSUK2294,388,B
CSUS55076,1760,B
CSUS43925,1759,B
CSUS26626,1755,B
CSUS36196,1757,B
CSUK50762,396,B
CSAU32789,336,A
CSUS36816,1758,B
CSUS86834,1761,B
CSUS4233,1754,A
CSUS27717,1756,A
CSUS114872,1762,A
CSCA110443,219,B
CSUS529,1753,B
CSUS130433,1774,B
CSUK16723,393,B
CSUK25742,394,B
CSUS35516,1770,B
CSUS17266,1767,A
CSUS17031,1766,A
CSUS126818,1773,B
CSUS66902,1772,B
CSCA112157,222,B
CSAU7618,328,B
CSUS10215,1765,B
CSUS23003,1768,B
CSUS26471,1769,B
CSUS38164,1771,A
CSUS28052,1778,A
CSUS138287,1784,B
CSUS9871,1777,B
CSUS38642,1782,B
CSUS126014,1783,B
CSUS147671,1785,B
CSUK9317,392,A
CSUS36831,1780,A
CSAU14741,334,B
CSUK563,387,B
CSUS8716,1776,B
CSUK11954,1682,B
CSUS36947,1781,B
CSUS31700,1779,B
CSUS38012,1793,A
CSAU9507,331,B
CSUS8206,1787,B
CSUS10151,1788,B
CSUS13622,1789,B
CSUS77855,1794,B
CSCA112057,221,B
CSCA114141,264,A
CSUS17425,1791,B
CSUS2132,1786,B
CSUS24052,1792,B
CSUK39976,395,A
CSUS14677,1790,B
CSCA110256,258,B
CSUS81647,1795,B
CSAU9525,332,B
CSUS24433,1799,B
CSUS31453,1800,B
CSUK4188,390,B
CSUS36481,1802,B
CSUS77729,1803,B
CSUK2753,389,B
CSUS113582,1804,B
CSUK6747,391,B
CSUS9082,1796,B
CSUS32096,1801,B
CSUS20194,1797,B
CSUS145619,1805,B
CSCA110341,259,B
CSUS20341,1798,A
CSUS38082,1810,B
CSUS8449,1808,B
CSUS148310,1815,B
CSUS8144,1806,B
CSUS118172,1814,B
CSUS67613,1813,B
CSUS39760,1812,A
CSUS8171,1807,B
CSUS38140,1811,B
CSUK36689,435,A
CSUS36120,1809,B
CSUK2387,428,B
CSUS17566,1817,B
CSUS82502,1824,B
CSUS25754,1820,B
CSUS39891,1822,B
CSUS40405,1823,B
CSUS32364,1821,B
CSUS134303,1825,B
CSUS16551,1816,B
CSUS23247,1819,B
CSUK12912,430,B
CSUS19227,1818,B
CSUS29744,1830,B
CSUS124817,1835,B
CSUS20437,1829,A
CSUS55631,1834,A
CSUS1909,1826,B
CSUS37863,1833,B
CSUK7872,1696,B
CSUS5926,1828,B
CSUK49388,436,B
CSUS37065,1832,B
CSUS34074,1831,B
CSAU30299,335,A
CSUK18824,433,B
CSAU8428,329,B
CSUK17972,432,B
CSUS5829,1827,B
CSUS17926,1838,B
CSUS37699,1841,A
CSUS1078,1836,B
CSUS38035,1842,B
CSCA110581,260,B
CSUS60860,1843,B
CSUK19141,434,A
CSUS69770,1844,B
CSUS18115,1839,B
CSUS27233,1840,B
CSUS7955,1837,B
CSUS126029,1845,B
CSCA116105,266,B
CSUK3746,429,B
CSUS36107,1851,B
CSUK251,427,B
CSUS81707,1855,B
CSUS9212,1847,B
CSUS10598,1848,B
CSUS7651,1846,B
CSUS39565,1853,B
CSUS40113,1854,B
CSUS12150,1849,B
CSUS29780,1850,B
CSUS37245,1852,B
CSUS36480,1865,B
CSUS312,1857,B
CSUS2395,1858,B
CSUS13920,1860,B
CSUS10890,1859,B
CSUS32869,1863,B
CSUS35384,1864,A
CSUK36572,1698,A
CSUS16576,1861,B
CSUS209,1856,A
CSUK14179,431,A
CSUS25379,1862,B
CSUS1267,1867,B
CSUS9623,1869,B
CSCA111538,261,B
CSUK24656,473,B
CSUS1107,1866,B
CSUS53120,1873,B
CSUS55508,1874,A
CSUS32632,1872,A
CSCA110093,257,B
CSUS24190,1871,B
CSUK7065,469,B
CSUS1635,1868,B
CSUS12398,1870,B
CSUS147431,1875,B
CSUS10407,1878,B
CSUS7950,1876,B
CSUS19758,1879,B
CSUS20186,1880,A
CSUS24559,1881,B
CSCA114853,265,B
CSUK19132,472,B
CSUS8064,1877,B
CSUS26279,1882,B
CSUS88157,1884,A
CSUS36662,1883,A
CSUS130358,1885,A
CSUS35659,1891,C
CSUK10967,470,C
CSUK16079,471,C
CSUS27014,1887,C
CSUS35399,1890,B
CSUS40469,1893,C
CSUS40607,1894,C
CSUK12497,1697,C
CSUS11140,1886,C
CSUS35243,1889,C
CSUS48833,1895,C
CSCA114065,263,C
CSUS32219,1888,C
CSUS35891,1892,C
CSUS114983,1902,C
CSCA114058,262,B
CSAU9196,370,B
CSUS56042,1900,C
CSUS138083,1904,C
CSUS147380,1905,C
CSUS4197,1898,A
CSAU9443,373,C
CSUS68432,1901,A
CSAU16028,375,C
CSUS127976,1903,B
CSUS593,1896,B
CSUS6777,1899,C
CSUS3523,1897,B
CSUS12934,1907,C
CSUS30270,1912,C
CSUS64865,1915,C
CSAU8481,368,A
CSCA113390,304,B
CSUS18884,1909,B
CSUS10527,1906,B
CSUS17624,1908,C
CSAU9337,371,B
CSUS20668,1910,C
CSUS36559,1914,C
CSUS31644,1913,A
CSCA113225,303,C
CSUS28090,1911,C
CSUS119912,1925,C
CSUS8799,1916,C
CSUS35373,1922,C
CSUS10854,1918,B
CSUS27274,1920,C
CSUS57179,1924,C
CSAU9413,372,C
CSUK29660,474,C
CSUS27903,1921,A
CSUS12696,1919,B
CSUS55895,1923,C
CSUS10296,1917,C
CSUS19283,1930,C
CSUS114464,1934,C
CSAU17051,376,A
CSUK3296,467,A
CSCA110273,298,A
CSUS12274,1926,B
CSUK50291,476,B
CSUS42008,1932,B
CSCA115403,306,B
CSUK30233,475,C
CSUS88628,1933,C
CSUS30606,1931,C
CSUS17517,1929,C
CSUS15381,1928,A
CSUK6797,468,C
CSUK636,508,B
CSUS147392,1935,C
CSUS15167,1927,B
CSUS22067,1940,C
CSUS10693,1937,C
CSUS132026,1945,C
CSUS32430,1942,A
CSUS11371,1938,A
CSUS2650,1936,A
CSUS13275,1939,B
CSCA111557,301,B
CSUS114533,1944,C
CSUS34669,1943,B
CSUS29933,1941,C
CSUS30201,1948,C
CSUS66875,1950,C
CSUS71915,1951,C
CSUS147869,1954,C
CSUS112256,1952,A
CSUS147590,1953,B
CSUS30410,1949,C
CSUS148394,1955,B
CSUS28969,1947,C
CSUS7613,1946,C
CSUS34274,1967,C
CSUS41056,1974,B
CSUS34140,1966,C
CSUS17745,1963,B
CSUS40267,1973,C
CSAU8952,369,C
CSUS892,1957,B
CSUS10998,1961,C
CSUS13247,1962,C
CSUS36479,1969,B
CSUS35826,1968,C
CSUS38274,1971,B
CSUS38683,1972,B
CSCA110226,297,C
CSUS141467,1978,C
CSAU14948,374,C
CSUS7370,1959,C
CSUK18166,514,C
CSUS29099,1965,C
CSUS47792,1976,C
CSUS58340,1977,C
CSUS36961,1970,B
CSUS1148,1958,C
CSUS611,1956,C
CSUS8610,1960,C
CSUS19177,1964,C
CSUS41735,1975,C
CSUK9443,511,C
CSUS147464,1979,C
CSUS37785,1995,C
CSAU7554,367,C
CSUS72089,1997,C
CSUK230,507,A
CSUS74027,1998,B
CSUK7238,510,C
CSUS8526,1980,C
CSUK10496,512,C
CSUS26660,1992,C
CSUS138518,2002,C
CSUK44480,516,B
CSUS17472,1989,B
CSUS12019,1985,C
CSUS24304,3436,B
CSUS8933,1981,B
CSUS17590,1990,C
CSUS29641,1993,C
CSUS99179,2000,C
CSAU14740,412,C
CSUS69134,1996,C
CSUS12893,1986,B
CSUS13617,1987,C
CSUS13746,1988,C
CSUS9687,1982,C
CSUK4429,509,C
CSUS126203,2001,B
CSUS80225,1999,C
CSUS24008,1991,C
CSUS146987,2003,C
CSUS10633,1984,B
