CSUS	19938	B
CSUS	15761	A
CSUS	35208	B
CSUS	126137	A
CSCA	115238	A
CSCA	114751	B
CSUS	26766	B
CSAU	7367	B
CSUK	17154	B
CSUS	20490	B
CSUK	18886	B
CSUS	17868	B
CSUS	24276	A
CSUS	7100	B
CSUS	9988	B
CSUS	34098	B
CSUS	19736	B
CSUS	36713	B
CSUK	50873	B
CSUK	5439	B
CSUS	81920	B
CSUS	118298	C
CSUS	26738	A
CSUS|CSAU	4186|33029	B
CSUS	130598	B
CSUS	23800	B
CSUS	8596	A
CSUS	2784	B
CSUK	29666	B
CSUS	28300	B
CSUS	120389	A
CSUS	106874	B
CSCA	110804	B
CSUS	147074	B
CSUS	35246	B
CSUS	7587	A
CSUS	58712	B
CSUS	142094	B
CSUK	19056	B
CSUS	17293	B
CSUS|CSAU	10537|16079	B
CSUS	15061	B
CSUK	27869	B
CSUS	77996	B
CSUS	77189	B
CSCA	113858	B
CSUK	42131	B
CSUS	35575	B
CSUS	25594	B
CSUS	37355	B
CSUS	40	A
CSUS	63698	B
CSUS	1555	B
CSUS	22310	B
CSUK	5388	B
CSUS	28580	A
CSUS	37797	B
CSUS	23020	B
CSUS	2260	B
CSUS	56801	B
CSUS	11060	A
CSUS	36421	B
CSUS	14418	B
CSUK	12184	B
CSUK	2294	B
CSUS	55076	B
CSUS	43925	B
CSUS	26626	B
CSUS	36196	B
CSUK	50762	B
CSAU	32789	A
CSUS	36816	B
CSUS	86834	B
CSUS	4233	A
CSUS	27717	A
CSUS	114872	A
CSCA	110443	B
CSUS	529	B
CSUS	130433	B
CSUK	16723	B
CSUK	25742	B
CSUS	35516	B
CSUS	17266	A
CSUS	17031	A
CSUS	126818	B
CSUS	66902	B
CSCA	112157	B
CSAU	7618	B
CSUS	10215	B
CSUS	23003	B
CSUS	26471	B
CSUS	38164	A
CSUS	28052	A
CSUS	138287	B
CSUS	9871	B
CSUS	38642	B
CSUS	126014	B
CSUS	147671	B
CSUK	9317	A
CSUS	36831	A
CSUK|CSDE|CSUS	17813|15684|33882	B
CSAU	14741	B
CSUK	563	B
CSUS	8716	B
CSUK|CSUS	11954|8141	B
CSUS	36947	B
CSUS	31700	B
CSUS	38012	A
CSAU	9507	B
CSUS	8206	B
CSUS	10151	B
CSUS	13622	B
CSUS	77855	B
CSCA	112057	B
CSCA	114141	A
CSUS	17425	B
CSUS	2132	B
CSUS	24052	B
CSUK	39976	A
CSUK|CSUS|CSAU	28706|56933|33032	B
CSUS	14677	B
CSCA	110256	B
CSUS	81647	B
CSAU	9525	B
CSUS	24433	B
CSUS	31453	B
CSUK	4188	B
CSUS	36481	B
CSUS	77729	B
CSUK	2753	B
CSUS	113582	B
CSUK	6747	B
CSUS	9082	B
CSUS	32096	B
CSUS	20194	B
CSUS	145619	B
CSCA	110341	B
CSUS	20341	A
CSUS	38082	B
CSUS	8449	B
CSUS	148310	B
CSUS	8144	B
CSUS	118172	B
CSUS	67613	B
CSUS	39760	A
CSUS	8171	B
CSUS	38140	B
CSUK	36689	A
CSUS	36120	B
CSUK	2387	B
CSUS	17566	B
CSUS	82502	B
CSUS	25754	B
CSUS	39891	B
CSUS	40405	B
CSUS	32364	B
CSUS	134303	B
CSUS	16551	B
CSUS	23247	B
CSUK	12912	B
CSUS	19227	B
CSUS	29744	B
CSUS	124817	B
CSUS	20437	A
CSUS	55631	A
CSUS	1909	B
CSUS	37863	B
CSUK|CSUS	7872|19350	B
CSUS	5926	B
CSUK	49388	B
CSUS	37065	B
CSUS	34074	B
CSAU	30299	A
CSUK	18824	B
CSAU	8428	B
CSUK	17972	B
CSUS	5829	B
CSUS	17926	B
CSUS	37699	A
CSUS	1078	B
CSUS	38035	B
CSCA	110581	B
CSUS	60860	B
CSUK	19141	A
CSUS	69770	B
CSUS	18115	B
CSUS	27233	B
CSUS	7955	B
CSUS	126029	B
CSCA	116105	B
CSUK	3746	B
CSUS	36107	B
CSUK	251	B
CSUS	81707	B
CSUS	9212	B
CSUS	10598	B
CSUS	7651	B
CSUS	39565	B
CSUS	40113	B
CSUS	12150	B
CSUS	29780	B
CSUS	37245	B
CSUS	36480	B
CSUS	312	B
CSUS	2395	B
CSUS	13920	B
CSUS	10890	B
CSUS	32869	B
CSUS	35384	A
CSUK|CSDE	36572|17348	A
CSUS	16576	B
CSUS	209	A
CSUK	14179	A
CSUS	25379	B
CSUS	1267	B
CSUS	9623	B
CSCA	111538	B
CSUK	24656	B
CSUS	1107	B
CSUS	53120	B
CSUS	55508	A
CSUS	32632	A
CSCA	110093	B
CSUS	24190	B
CSUK	7065	B
CSUS	1635	B
CSUS	12398	B
CSUS	147431	B
CSUS	10407	B
CSUS	7950	B
CSUS	19758	B
CSUS	20186	A
CSUS	24559	B
CSCA	114853	B
CSUK	19132	B
CSUS	8064	B
CSUS	26279	B
CSUS	88157	A
CSUS	36662	A
CSUS	130358	A
CSUS	35659	C
CSUK	10967	C
CSUK	16079	C
CSUS	27014	C
CSUS	35399	B
CSUS	40469	C
CSUS	40607	C
CSUK|CSUS	12497|23534	C
CSUS	11140	C
CSUS	35243	C
CSUS	48833	C
CSCA	114065	C
CSUS	32219	C
CSUS	35891	C
CSUS	114983	C
CSCA	114058	B
CSAU	9196	B
CSUS	56042	C
CSUS	138083	C
CSUS	147380	C
CSUS	4197	A
CSAU	9443	C
CSUS	68432	A
CSAU	16028	C
CSUS	127976	B
CSUS	593	B
CSUS	6777	C
CSUS	3523	B
CSUS	12934	C
CSUS	30270	C
CSUS	64865	C
CSAU	8481	A
CSCA	113390	B
CSUS	18884	B
CSUS	10527	B
CSUS	17624	C
CSUK|CSAU|CSUS	41579|9248|37451	C
CSAU	9337	B
CSUS	20668	C
CSUS	36559	C
CSUS	31644	A
CSCA	113225	C
CSUS	28090	C
CSUS	119912	C
CSUS	8799	C
CSUS	35373	C
CSUS	10854	B
CSUS	27274	C
CSUS	57179	C
CSAU	9413	C
CSUK	29660	C
CSUS	27903	A
CSUS	12696	B
CSUS	55895	C
CSUS	10296	C
CSUS	19283	C
CSUS	114464	C
CSAU	17051	A
CSUK	3296	A
CSCA	110273	A
CSUS	12274	B
CSUK	50291	B
CSUS	42008	B
CSCA	115403	B
CSUK	30233	C
CSUS	88628	C
CSUS	30606	C
CSUS	17517	C
CSUS	15381	A
CSUK	6797	C
CSUK	636	B
CSUS	147392	C
CSUS	15167	B
CSUS	22067	C
CSUS	10693	C
CSUS	132026	C
CSUS	32430	A
CSUS	11371	A
CSUS	2650	A
CSUS	13275	B
CSCA	111557	B
CSUS	114533	C
CSUS	34669	B
CSUS	29933	C
CSUS	30201	C
CSUS	66875	C
CSUS	71915	C
CSUS	147869	C
CSUS	112256	A
CSUS	147590	B
CSUS	30410	C
CSUS	148394	B
CSUS	28969	C
CSUS	7613	C
CSUS	34274	C
CSUS	41056	B
CSUS	34140	C
CSUS	17745	B
CSUS	40267	C
CSAU	8952	C
CSUS	892	B
CSUS	10998	C
CSUS	13247	C
CSUS	36479	B
CSUS	35826	C
CSUS	38274	B
CSUS	38683	B
CSCA	110226	C
CSUS	141467	C
CSAU	14948	C
CSUS	7370	C
CSUS	7584	C
CSUK	18166	C
CSUS	29099	C
CSUS	47792	C
CSUS	58340	C
CSUS	36961	B
CSUS	1148	C
CSUS	611	C
CSUS	8610	C
CSUS	19177	C
CSUS	41735	C
CSUK	9443	C
CSUS	147464	C
CSUS	37785	C
CSAU	7554	C
CSUS	72089	C
CSUK	230	A
CSUS	74027	B
CSUK	7238	C
CSUS	8526	C
CSUK	10496	C
CSUS	26660	C
CSUS	138518	C
CSUK	44480	B
CSUS	17472	B
CSUS	12019	C
CSUS|CSAU	24304|33113	B
CSUS	8933	B
CSUS	17590	C
CSUS	29641	C
CSUS	99179	C
CSAU	14740	C
CSUS	69134	C
CSUS	12893	B
CSUS	13617	C
CSUS	13746	C
CSUS	9687	C
CSUK	4429	C
CSUS	126203	B
CSUS	80225	C
CSUS	24008	C
CSUS	146987	C
CSUS	10633	B
CSUS	10375	C
CSUS	35759	C
CSUS	54884	C
CSUS	30279	B
CSUS	36485	C
CSUS	133406	C
CSAU	15779	B
CSUS	22058	C
CSUS	17717	B
CSUS	9301	C
CSUS	40103	C
CSUS	66041	C
CSUS	52652	A
CSUS	49280	A
CSUS	17306	A
CSUS	147848	B
CSUS	18244	B
CSUK	22190	C
CSUS	17474	B
CSUS	37791	C
CSUS	4536	C
CSUS	10966	C
CSUS	10699	A
CSAU	8382	A
CSUK	11828	B
CSUS	10281	C
CSUS	34254	B
CSUK	42170	C
CSUS	26735	C
CSUS	67661	C
CSUS	21748	C
CSUS	28624	C
CSUS	37823	C
CSUS	34930	A
CSUS	1787	A
CSUK	42182	B
CSUS	36358	B
CSUS	37477	B
CSUS	58901	B
CSUK	897	C
CSUS	8625	B
