CSUS,85841
CSAU,10695
CSUS,7806
CSUS,18489
CSUS,139730
CSUS,7106
CSUS,11740
CSUS,15987
CSUS,18301
CSUS,216
CSAU,16115
CSUS,148310
CSUS,35660
CSUS,38225
CSUS,147326
CSUS,72692
CSUS,89561
CSUS,26814
CSUS,36340
CSUS,36580
CSUS,32422
CSUS,31517
CSUS,35778
CSUS,7108
CSUS,33806
CSAU,31940
CSUS,3483
CSUK,15915
CSUS,10238
CSUS,93
CSCA,110009
CSUS,32967
CSUS,9986
CSAU,12386
CSCA,110410
CSUS,33696
CSUS,8747
CSUK,15406
CSUK,12418
CSUS,39495
CSUS,12229
CSUK,15087
CSUS,18783
CSUS,1079
CSUS,39601
CSUS,5807
CSUS,66920
CSIN,43937
CSAU,31442
CSUS,40986
CSUS,25732
CSUS,138212
CSUS,81455
CSUS,106520
CSUS,60725
CSUK,8388
CSUS,17541
CSUS,10718
CSUS,75194
CSUK,4325
CSUS,12209
CSUK,12075
CSUS,37556
CSUS,120644
CSUS,53150
CSUS,13262
CSUS,38413
CSUS,37176
CSUS,82334
CSUS,19954
CSUS,17443
CSUS,18562
CSUS,34904
CSUS,39426
CSUS,125180
CSUS,34948
CSUS,24210
CSUS,90326
CSUS,17418
CSAU,12988
CSUS,16052
CSUS,77657
CSUS,26629
CSUS,35484
CSUS,37336
CSUS,40630
CSUS,41025
CSUS,19224
CSUS,116624
CSUS,25536
CSUS,36989
CSUK,16521
CSUS,36643
CSUS,125420
CSUS,24661
CSUS,633
CSUK,18852
CSUS,1659
CSUS,20830
CSUS,40711
CSUS,136445
CSUS,32
CSUS,37807
CSUS,118298
CSUS,17458
CSUS,27079
CSUS,69065
CSUK,3329
CSUK,6931
CSUS,123851
CSUS,25528
CSUS,8716
CSUS,17319
CSUS,32514
CSUS,14399
CSUS,1105
CSCA,110137
CSUS,134858
CSUS,36296
CSUS,30545
CSUS,112103
CSUS,35515
CSUS,36357
CSUK,50873
CSCA,110827
CSUS,87389
CSUK,13430
CSUS,106853
CSUS,21961
CSAU,32114
CSUS,135434
CSUS,129833
CSUS,67007
CSUS,17845
CSUS,37044
CSUS,32387
CSUS,56801
CSUK,49211
CSAU,8887
CSUS,16971
CSUS,2616
CSUS,35332
CSUK,38897
CSAU,6986
CSAU,8761
CSUS,6643
CSUS,114335
CSUS,16549
CSUS,69887
CSUS,89583
CSUS,30756
CSUS,141482
CSCA,110832
CSIN,47588
CSUS,10572
CSUS,147746
CSUK,50762
CSAU,15791
CSUS,6319
CSAU,7367
CSUS,12408
CSCA,110529
CSCA,111250
CSUS,147344
CSUS,36123
CSUK,34091
CSUS,12288
CSUS,25611
CSUS,124820
CSUS,102701
CSUS,18908
CSUS,36483
CSUS,35208
CSUS,49
CSUS,26036
CSUS,10215
CSUS,17162
CSUS,17078
CSUS,24389
CSUS,148394
CSAU,9357
CSUS,6245
CSUS,125651
CSUS,11405
CSCA,112471
CSUS,114611
CSUS,13618
CSAU,7010
CSUS,14452
CSUS,15129
CSUS,36944
CSUS,24426
CSAU,7016
CSUS,10160
CSUS,11177
CSAU,11184
CSUS,3129
CSUS,73658
CSUK,4188
CSUS,28338
CSUK,49388
CSUS,133352
CSAU,7641
CSUS,23842
CSUS,34141
CSUS,53867
CSUS,145283
CSUK,17154
CSUS,127700
CSUS,37814
CSUS,4441
CSUS,77189
CSUS,7587
CSUS,9685
CSUS,3470
CSCA,113230
CSAU,7618
CSUS,36713
CSCA,110699
CSUS,19092
CSUS,22310
CSUS,11404
CSAU,14718
CSUS,13622
CSUS,26471
CSUS,37355
CSUS,79760
CSUK,19056
CSUK,42482
CSAU,16352
CSUK,44675
CSUK,27869
CSUS,15061
CSUS,5925
CSUS,5879
CSUS,17425
CSUS,29744
CSUS,30233
CSUS,147581
CSUS,6660
CSUS,40529
CSUK,19141
CSUS,77729
CSUS,6195
CSUS,11095
CSUS,146123
CSUS,34098
CSUS,59984
CSUS,33877
CSUS,9212
CSUK,15293
CSUS,37797
CSUS,58958
CSUS,133127
CSUK,3075
CSUS,38054
CSUS,28300
CSUS,67502
CSUS,24276
CSUS,147917
CSUS,120389
CSUS,36421
CSUS,26766
CSUK,7345
CSUS,6796
CSAU,9525
CSCA,110020
CSUS,21189
CSUS,35246
CSUK,16723
CSUS,17326
CSUS,39622
CSUS,58712
CSUK,18886
CSCA,112452
CSUS,53120
CSUS,20861
CSUS,116999
CSUK,5388
CSUS,20490
CSUS,21074
CSUS,4233
CSUS,12323
CSUS,39891
CSUS,36947
CSUS,25892
CSUS,67613
CSAU,30236
CSUS,126590
CSUS,112049
CSUS,34284
CSUK,16779
CSUS,40
CSUS,11064
CSUS,42017
CSUS,24385
CSUK,25742
CSUS,19736
CSUS,23598
CSUS,35516
CSCA,115152
CSUS,12150
CSUS,16577
CSUS,67283
CSUS,134303
CSUS,10534
CSUS,1048
CSUS,130334
CSCA,114141
CSUS,9988
CSAU,9443
CSUS,9780
CSUS,36480
CSUS,131996
CSUS,1678
CSUS,106874
CSUS,25594
CSUS,35384
CSUS,27717
CSUS,32096
CSUS,36062
CSUS,43925
CSUS,4186
CSAU,32789
CSUS,12278
CSUS,63698
CSUS,64865
CSUS,81647
CSUK,13978
CSUK,42131
CSUS,147074
CSUS,38164
CSUS,23020
CSUS,28580
CSUS,86729
CSCA,115238
CSUS,16378
CSUS,38012
CSUS,25967
CSUK,11948
CSUS,38642
CSUS,147380
CSUS,77372
CSUS,81920
CSUS,10966
CSAU,9341
CSCA,110387
CSUS,131246
CSUS,23770
CSUS,35399
CSUK,7065
CSUK,5439
CSUS,142094
CSUS,40113
CSUS,38035
CSUS,132908
CSUS,1555
CSUS,124349
CSUS,14418
CSUS,35575
CSUS,32603
CSUK,17972
CSUS,38082
CSUS,55631
CSUK,39976
CSUK,11954
CSUS,8596
CSUS,37863
CSUS,116687
CSUK,563
CSUK,28706
CSUS,38140
CSUS,26626
CSUK,1919
CSUK,17813
CSUS,55076
CSUS,24559
CSUS,30270
CSUS,31700
CSAU,9507
CSCA,110341
CSUS,16576
CSUS,130433
CSUS,147671
CSUS,9082
CSUS,52652
CSUS,28969
CSUS,138287
CSUS,124817
CSUS,10537
CSUS,2784
CSUS,20194
CSUS,26735
CSUS,18115
CSUS,26738
CSUS,113582
CSUK,6747
CSUK,29666
CSCA,110804
CSUS,5829
CSUS,37699
CSUS,8144
CSUS,13247
CSUS,114872
CSCA,110581
CSUS,2260
CSUS,17868
CSUS,27903
CSUS,36196
CSUK,30233
CSUS,6777
CSUS,39565
CSUS,11060
CSUK,9317
CSUS,15761
CSUS,12398
CSUS,52535
CSAU,17051
CSUS,8206
CSUS,23798
CSUS,24433
CSUS,118172
CSUK,12184
CSUS,7100
CSUS,37065
CSUS,37575
CSUS,40405
CSUS,55508
CSUS,126029
CSUS,1191
CSUK,42182
CSAU,9413
CSAU,14948
CSUS,17474
CSUS,23667
CSUS,88157
CSUK,7872
CSUS,5926
CSUS,8064
CSUS,9871
CSUS,10151
CSUS,7955
CSUK,2294
CSUS,145619
CSUS,19758
CSUS,77996
CSUS,86834
CSUK,18824
CSUS,20341
CSUS,22268
CSUS,25754
CSAU,14741
CSCA,112057
CSUS,10666
CSUS,28036
CSUS,48833
CSUS,66902
CSUS,76013
CSUS,60860
CSUK,12912
CSCA,110256
CSCA,110443
CSCA,113858
CSUS,147431
CSUS,36662
CSUS,49280
CSUK,10967
CSUS,12274
CSUS,17293
CSUS,25379
CSUS,15167
CSUS,34155
CSUS,19938
CSUS,39760
CSUS,17266
CSUK,12272
CSUK,36572
CSUS,32219
CSUS,36481
CSUS,35826
CSUS,126818
CSUS,17031
CSUS,17926
CSUS,36831
CSAU,16028
CSUS,147392
CSUS,19227
CSUS,27014
CSUS,66875
CSUS,1078
CSUS,3523
CSUS,36816
CSUS,16551
CSUS,147590
CSUK,3746
CSUK,4429
CSAU,7554
CSUS,129
CSUS,1635
CSUS,41056
CSUS,9301
CSUS,17566
CSUS,23800
CSUS,24052
CSUK,50291
CSCA,112157
CSUS,2132
CSUS,4536
CSUS,8449
CSUS,10854
CSUS,112256
CSUS,32430
CSUS,30606
CSUS,32364
CSUS,40267
CSUK,251
CSUS,32869
CSUS,24008
CSUS,16363
CSUS,27233
CSUS,31453
CSUS,7651
CSUK,50756
CSCA,110226
CSUS,38274
CSUS,138083
CSUS,146444
CSUS,27274
CSCA,113224
CSUS,8799
CSUS,34074
CSUS,69770
CSUS,77855
CSUS,84341
CSUK,24656
CSUS,119624
CSUS,27586
CSUS,36120
CSUS,82502
CSUS,71915
CSUS,23003
CSUS,2395
CSUS,10890
CSUS,11371
CSUS,18244
CSUS,130598
CSUS,312
CSUS,23247
CSUS,28090
CSUS,13920
CSUS,10693
CSUS,13275
CSUS,80225
CSUK,14179
CSUK,2014
CSUS,8933
CSUS,36479
CSUS,36107
CSUK,12497
CSUS,142163
CSUS,37477
CSUS,9623
CSUS,10171
CSUS,29933
CSUS,40607
CSUS,37245
CSUS,140996
CSAU,8428
CSUS,17573
CSUS,126014
CSUS,32632
CSUS,35891
CSUS,3978
CSUS,132026
CSUK,36689
CSAU,30299
CSCA,116105
CSUS,114464
CSUK,10496
CSUS,529
CSUS,1909
CSUS,4197
CSUS,89351
CSUS,26279
CSUS,126137
CSUS,116684
CSUS,20186
CSUS,36559
CSUS,71057
CSUS,35659
CSUS,126203
CSUS,147464
CSUS,17126
CSUS,17717
CSUS,10527
CSUS,33054
CSUS,114983
CSUS,37823
CSUS,7613
CSUS,22058
CSUS,24190
CSAU,9196
CSUS,8526
CSUS,124388
CSUS,42008
CSUS,130358
CSUS,12324
CSUK,42170
CSUS,7103
CSUS,8171
CSUS,11989
CSUS,18552
CSUS,146987
CSUS,30809
CSUK,44480
CSCA,114058
CSUK,41579
CSUS,1781
CSUS,40469
CSUS,7950
CSUS,127976
CSCA,110093
CSCA,114751
CSUS,209
CSUS,1107
CSUS,10598
CSUS,14704
CSUS,12934
CSUS,10998
CSUK,230
CSAU,9538
CSUS,98087
CSUS,30410
CSUS,37297
CSUK,26279
CSUS,611
CSUS,18884
CSUS,17870
CSUS,15594
CSUS,12019
CSUS,17624
CSUS,34274
CSUK,7870
CSUS,31938
CSUS,20374
CSUS,28802
CSUS,34669
CSCA,111557
CSCA,110273
CSUS,593
CSUS,17745
CSUS,36358
CSUS,28052
CSUS,12696
CSUS,18463
CSUS,40593
CSUS,30491
CSUS,33676
CSUS,114533
CSUK,3296
CSCA,111538
CSUS,17634
CSUS,18957
CSUS,393
CSUK,2387
CSAU,8952
CSUS,2650
CSUS,31644
CSUS,11650
CSUS,55895
CSUS,29780
CSUS,9687
CSUK,6797
CSCA,113390
CSUS,3490
CSUS,10434
CSUS,11198
CSUS,27441
CSUS,892
CSUS,17176
CSUS,17472
CSUS,35958
CSUK,24554
CSAU,9337
CSUS,417
CSUS,4088
CSUS,1691
CSUS,37204
CSUS,68432
CSUS,88787
CSUS,147869
CSUS,2574
CSUS,31582
CSUK,7238
CSUS,1259
CSUS,36835
CSUS,10281
CSUS,10307
CSUS,12857
CSUK,272
CSAU,7302
CSAU,20591
CSCA,115403
CSUS,38683
CSUS,26660
CSUS,32424
CSUS,76763
CSUS,37376
CSUS,11140
CSUS,11495
CSUS,20437
CSUS,3022
CSUS,29099
CSUS,17306
CSUS,74027
CSUK,22190
CSAU,8382
CSUS,23751
CSUS,26634
CSUS,74675
CSUK,636
CSUS,8625
CSUS,11528
CSUS,33670
CSUS,32833
CSCA,110310
CSUS,132923
CSUS,27020
CSUS,58901
CSUS,26922
CSAU,14242
CSUS,10375
CSUS,10699
CSUS,24711
CSUS,57977
CSUS,66419
CSUS,67967
CSUS,87917
CSUS,36131
CSUK,7258
CSUS,1334
CSUS,9563
CSUS,9710
CSUS,10817
CSUS,19666
CSUS,39284
CSUS,28008
CSUS,31566
CSUS,83888
CSUS,147740
CSUK,19640
CSUS,11485
CSUS,33719
CSUS,35752
CSUS,55718
CSAU,30659
CSCA,111562
CSUS,10140
CSUS,110750
CSUK,2455
CSUS,1148
CSUS,1787
CSUS,18108
CSUS,17471
CSUS,34930
CSUK,16724
CSUK,7452
CSAU,7069
CSAU,8481
CSAU,8950
CSUS,179
CSUS,112367
CSUS,19726
CSUS,30098
CSUK,16529
CSCA,110772
CSUS,10633
CSUS,10407
CSUS,13746
CSUS,118628
CSUS,15381
CSUS,24304
CSUK,16588
CSUK,17973
CSUK,1845
CSIN,49097
CSUS,147389
CSUS,33935
CSUS,36567
CSUK,897
CSUK,798
CSUS,98264
CSUS,106616
CSUS,8610
CSUS,16111
CSUS,17552
CSUS,34254
CSUS,67661
CSUS,147848
CSUK,2828
CSUK,11828
CSUK,17051
CSUS,33228
CSUS,37520
CSUS,69602
CSUS,28982
CSUS,25165
CSUS,12241
CSAU,16475
CSUS,12319
CSUS,18349
CSUS,70844
CSUS,10975
CSUS,18192
CSUS,29852
CSUK,3983
CSCA,114289
CSUS,17673
CSUS,1033
CSUS,1314
CSUS,119603
CSUS,6349
CSUS,18137
CSUS,21756
CSUS,30926
CSUS,56042
CSUS,34989
CSUS,36961
CSUS,113618
CSUS,1014
CSUS,5472
CSUS,118835
CSUS,20634
CSUS,30009
CSUS,40417
CSUS,19552
CSUK,1279
CSAU,15779
CSAU,10259
CSUS,280
CSUS,903
CSUS,1339
CSUS,127814
CSUS,10421
CSUS,11885
CSUS,12037
CSUS,18796
CSUS,23936
CSUS,65051
CSUS,36135
CSIN,38267
CSUS,8626
CSUS,9913
CSUS,11170
CSUS,33690
CSUS,12864
CSUS,31090
CSUS,83861
CSUS,381
CSUS,148190
CSUK,2753
CSUK,12379
CSUS,21021
CSUS,56051
CSUS,83336
CSUS,36136
CSUS,6204
CSUS,77
CSUK,2515
CSAU,7130
CSAU,8585
CSCA,110047
CSUK,17276
CSUS,16518
CSUS,35073
CSUS,11220
CSUS,17304
CSUS,24600
CSAU,23705
CSAU,21524
CSCA,110151
CSCA,113863
CSUS,39390
CSUS,9861
CSUS,11588
CSUS,13481
CSUS,22068
CSUS,28875
CSUS,135368
CSUS,37031
CSUS,61025
CSUS,11086
CSUK,32942
CSAU,13247
CSUS,244
CSUS,23746
CSUS,26258
CSUS,17738
CSUS,51665
CSUS,36589
CSUS,10678
CSUS,14239
CSUS,17316
CSUS,30423
CSUS,133391
CSUK,15919
CSUK,16079
CSAU,11040
CSCA,112982
CSUK,172
CSUS,5953
CSUS,4237
CSUS,7342
CSUS,10523
CSUS,11329
CSUS,11544
CSUS,16210
CSUS,29490
CSUS,4202
CSAU,31838
CSIN,38741
CSUS,10595
CSUS,16816
CSUS,37098
CSUS,10602
CSUS,36134
CSUS,1893
CSUS,5346
CSUS,9616
CSUS,10542
CSUS,13887
CSUS,17350
CSUS,20964
CSUS,89180
CSUK,41114
CSAU,8123
CSUS,10489
CSUS,32660
CSUS,30212
CSUS,37321
CSUK,370
CSAU,19841
CSAU,13050
CSCA,112412
CSCA,114753
CSUS,428
CSUS,483
CSUS,39709
CSUS,6179
CSUS,3200
CSUS,12256
CSUS,7854
CSUS,8107
CSUS,8857
CSUS,24458
CSUS,39379
CSUS,39400
CSUS,55871
CSUK,7575
CSCA,115021
CSUS,141488
CSUS,35320
CSUS,35875
CSUS,37316
CSUK,2785
CSUK,4922
CSAU,10554
CSCA,110175
CSUS,8082
CSUS,10930
CSUS,11156
CSUS,11521
CSUS,11581
CSUS,10404
CSUS,130556
CSUK,7410
CSUK,11922
CSUK,18213
CSCA,110326
CSUS,4267
CSUS,497
CSUS,5552
CSUS,37693
CSUS,17058
CSUS,13740
CSUS,120743
CSUS,147428
CSUS,132863
CSUS,31203
CSUS,61115
CSUS,223
CSUK,5952
CSUK,3304
CSAU,9490
CSCA,110696
CSCA,110176
CSUS,283
CSUS,1140
CSUS,2069
CSUS,11750
CSUS,36775
CSUS,13449
CSUS,16129
CSUS,12853
CSUS,21
CSUS,5065
CSUS,9288
CSUS,5900
CSUS,13368
CSUS,39966
CSUS,31035
CSUS,309
CSUK,4091
CSUK,3191
CSAU,14260
CSCA,110617
CSCA,110697
CSUS,3689
CSUS,5763
CSUS,9077
CSUS,11131
CSUS,17739
CSUS,10148
CSUS,37496
CSUS,36185
CSUS,1986
CSUS,3149
CSCA,113079
CSUS,1845
CSUS,114140
CSUS,34213
CSUS,10607
CSUK,13595
CSCA,110322
CSUS,38996
CSUS,2660
CSUS,4975
CSUS,27125
CSUS,11819
CSUS,14927
CSUS,17659
CSUS,37843
CSUS,146978
CSUS,29638
CSUS,34268
CSUS,14226
CSAU,7024
CSUS,89689
CSUS,1075
CSUS,17102
CSUS,6663
CSUS,8015
CSUS,17213
CSUS,10494
CSUS,10993
CSUS,37524
CSUS,22918
CSUS,25704
CSUS,32989
CSUS,124652
CSUS,112334
CSUS,1206
CSUK,5029
CSUK,11498
CSAU,9786
CSCA,113592
CSUS,90833
CSUS,2321
CSUS,4368
CSUS,6401
CSUS,79424
